3C-assembly_contig_235, unplaced_0448_contig_235
3C-assembly_contig_677, unplaced_0449_contig_677
3C-assembly_contig_652, unplaced_0450_contig_652
3C-assembly_contig_503, unplaced_0451_contig_503
3C-assembly_contig_427, unplaced_0452_contig_427
3C-assembly_contig_631, unplaced_0453_contig_631
3C-assembly_contig_61, unplaced_0454_contig_61
3C-assembly_contig_298, unplaced_0455_contig_298
3C-assembly_contig_1157, unplaced_0456_contig_1157
3C-assembly_contig_1167, unplaced_0457_contig_1167
3C-assembly_contig_279, unplaced_0458_contig_279
3C-assembly_contig_1237, unplaced_0459_contig_1237
3C-assembly_contig_978, unplaced_0460_contig_978
3C-assembly_contig_147, unplaced_0461_contig_147
3C-assembly_contig_1111, unplaced_0462_contig_1111
3C-assembly_contig_354, unplaced_0463_contig_354
3C-assembly_contig_295, unplaced_0464_contig_295
3C-assembly_contig_1178, unplaced_0465_contig_1178
3C-assembly_contig_559, unplaced_0466_contig_559
3C-assembly_contig_1102, unplaced_0467_contig_1102
3C-assembly_contig_764, unplaced_0468_contig_764
3C-assembly_contig_479, unplaced_0469_contig_479
3C-assembly_contig_976, unplaced_0470_contig_976
3C-assembly_contig_1026, unplaced_0471_contig_1026
3C-assembly_contig_965, unplaced_0472_contig_965
3C-assembly_contig_233, unplaced_0473_contig_233
3C-assembly_contig_539, unplaced_0474_contig_539
3C-assembly_contig_522, unplaced_0475_contig_522
3C-assembly_contig_570, unplaced_0476_contig_570
3C-assembly_contig_368, unplaced_0477_contig_368
3C-assembly_contig_1156, unplaced_0478_contig_1156
3C-assembly_contig_1057, unplaced_0479_contig_1057
3C-assembly_contig_1093, unplaced_0480_contig_1093
3C-assembly_contig_937, unplaced_0481_contig_937
3C-assembly_contig_228, unplaced_0482_contig_228
3C-assembly_contig_99, unplaced_0483_contig_99
3C-assembly_contig_768, unplaced_0484_contig_768
3C-assembly_contig_441, unplaced_0485_contig_441
3C-assembly_contig_416, unplaced_0486_contig_416
3C-assembly_contig_915, unplaced_0487_contig_915
3C-assembly_contig_125, unplaced_0488_contig_125
3C-assembly_contig_812, unplaced_0489_contig_812
3C-assembly_contig_1236, unplaced_0490_contig_1236
3C-assembly_contig_614, unplaced_0491_contig_614
3C-assembly_contig_784, unplaced_0492_contig_784
3C-assembly_contig_325, unplaced_0493_contig_325
3C-assembly_contig_1105, unplaced_0494_contig_1105
3C-assembly_contig_1249, unplaced_0495_contig_1249
3C-assembly_contig_222, unplaced_0496_contig_222
3C-assembly_contig_536, unplaced_0497_contig_536
3C-assembly_contig_251, unplaced_0498_contig_251
3C-assembly_contig_477, unplaced_0499_contig_477
3C-assembly_contig_411, unplaced_0500_contig_411
3C-assembly_contig_608, unplaced_0501_contig_608
3C-assembly_contig_458, unplaced_0502_contig_458
3C-assembly_contig_996, unplaced_0503_contig_996
3C-assembly_contig_949, unplaced_0504_contig_949
